,,,https://www.bigdipper.com.ar,,,info@bigdipper.com.ar,,,,,,,,
,,,,,,,,,,,,,,
TELEFONIA IP,,PLACA EXPANSION,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
EX30,,Placa de expansión con 1 ,YEASTAR,"534,00","695,00","750,00","10,5",3,2,0,0,0,1,6
EX08,,Placa de expansion para S,YEASTAR,"70,00","92,00","99,00","10,5",19,4,0,0,0,1,24
,,,,,,,,,,,,,,
TELEFONIA IP,,,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
CY-PA300,,Portero IP SIP PoE de int,CYGNUS,"222,05","288,96","332,45",21,29,0,0,0,0,0,29
,,,,,,,,,,,,,,
TELEFONIA IP,,OUTLET,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
X3U,,Telefono IP 6-SIP OUTLET,FANVIL,"37,00","37,00","42,00",21,440,20,0,0,0,11,471
X303G,,Telefono IP Color OUTLET ,FANVIL,"32,00","39,00","45,00",21,406,1135,0,10,1,32,1584
X3SG,,Telefono IP Color OUTLET,FANVIL,"55,00","59,00","59,00",21,322,1,0,0,0,10,333
X303G-F,,Telefono IP Color OUTLET ,FANVIL,"16,00","20,00","29,00",21,188,0,0,0,0,0,188
X1EP,,Telefono IP PoE OUTLET,FANVIL,"28,50","37,00","45,00",21,49,1245,0,0,0,38,1332
X1SG,,Telefono IP PoE OUTLET,FANVIL,"32,00","39,00","42,00",21,112,298,0,0,0,16,426
X7,,Telefono IP Touch  OUTLET,FANVIL,"175,00","175,00","175,00",21,57,5,0,0,0,6,68
X1W,,Telefono IP Wifi OUTLET,FANVIL,"35,00","42,00","49,00",21,369,5,0,0,0,26,400
