,,,https://www.bigdipper.com.ar,,,info@bigdipper.com.ar,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
HikCentral-P-MS-Route&Driver-Module,,HCP - Mod Analisis Rutas,HIKVISION,"2441,00","3182,00","4419,00",21,0,0,0,0,0,0,0
HikCentral-P-IPSpeaker-1Unit,,HCP Licencia 1 Speaker IP,HIKVISION,"48,80","64,00","88,00",21,0,0,0,0,0,0,0
HikCentral-P-MS-1Ch-ANPR,,HCP- Licencia ANPR 1 CH,HIKVISION,"195,00","254,00","353,00",21,0,0,0,0,0,0,0
HikCentral-P-E&E-2Lane-Module-Promo,,HCP- Mod Enter Exit 2lane,HIKVISION,"584,60","725,70","834,56",21,0,0,0,0,0,0,0
HikCentral-P-MS-1Unit,,Hik Pro 1 Ch Mobile,HIKVISION,"90,00","118,00","164,00",21,0,0,0,0,0,52,52
HikCentral-P-MS-10Unit-Base-Promo,,Hik Pro Mobile Base+10Ch,HIKVISION,"245,00","320,00","444,00",21,0,0,0,0,0,0,0
HikCentral-P-SmartWall-Module,,Hik Pro Modulo Smart Wall,HIKVISION,"449,00","585,00","813,00",21,0,0,0,0,0,0,0
HikCentral-P-AlarmPanel-1Unit,,HikCentral 1 Alarma,HIKVISION,"76,00","99,00","138,00",21,0,0,0,0,0,0,0
HikCentral-P-VSS-1Ch,,HikCentral 1Ch Adicional,HIKVISION,"47,00","58,30","67,05",21,0,0,0,0,0,0,0
HikCentral-P-VSS-1Ch-ANPR,,HikCentral 1Ch ANPR,HIKVISION,"195,00","254,00","353,00",21,0,0,0,0,0,0,0
HikCentral-P-VSS-1Ch-Facial&Body,,HikCentral 1Ch Facial,HIKVISION,"242,00","315,00","438,00",21,0,0,0,0,0,0,0
HikCentral-P-ACS-1Door,,HikCentral AC 1 Puerta,HIKVISION,"48,80","64,00","88,00",21,0,0,0,0,0,0,0
HikCentral-P-ACS-16Door-Base-Promo,,HikCentral ACS Base+16Ch,HIKVISION,"877,00","1143,00","1588,00",21,0,0,0,0,0,0,0
HikCentral-P-VSS-16Ch-Base-Promo,,HikCentral Base+16Ch,HIKVISION,"779,00","1016,00","1411,00",21,0,0,0,0,0,0,0
HikCentral-P-Elevator-Module,,HikCentral Mod Elevador,HIKVISION,"1214,00","1583,00","2199,00",21,0,0,0,0,0,0,0
HikCentral-P-VSS-64Ch-Base-Promo,,HikCentral Pro 64Ch VMS,HIKVISION,"2822,00","3678,00","5109,00",21,0,0,0,0,0,0,0
HikCentral-P-ACS-2Door-Base,,HikCentral Pro Base + 2P,HIKVISION,"195,00","254,00","353,00",21,0,0,0,0,0,0,0
HikCentral-P-Visitor-Module,,HikCentral Pro Mod Visita,HIKVISION,"484,00","631,00","876,00",21,0,0,0,0,0,0,0
HC-Intercom-1Room-Lifetime,,HikConnect 1 Intercom,HIKVISION,"34,88","43,48","50,00",21,0,0,0,0,0,0,0
pStor-Video Storage-Base-1Ch,,pStor Video base x1ch ,HIKVISION,"24,40","32,00","44,00",21,0,0,0,0,0,0,0
pStor-Picture Storage-Base,,pStor- Base picture stor,HIKVISION,"244,00","317,00","441,00",21,0,0,0,0,0,0,0
,,,,,,,,,,,,,,
SOFTWARE,,Control ID,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
LIC-EQ-ENT,,ID Access - ID Enterprise,CONTROL iD,"115,09","164,58","183,56",21,0,0,0,0,0,0,0
IDS-DA,,IDSecure - 1 Dispositivo,CONTROL iD,"73,66","105,33","117,48",21,0,0,0,0,0,0,0
IDS-Ent,,Licencia IDSecure,CONTROL iD,"1381,05","1974,90","2202,77",21,0,0,0,0,0,0,0
IDS-Bridge,,Licencia Integración ID,CONTROL iD,"479,52","624,00","720,00",21,0,0,0,0,0,0,0
,,,,,,,,,,,,,,
SOFTWARE,,OTROS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
Akuvox-APP1,,P2P Akuvox 1 Usuario,AKUVOX,"6,54","6,55","6,55",21,0,0,0,99,0,0,99
Akuvox-APP4,,P2P Akuvox Base,AKUVOX,"16,36","16,38","16,38",21,0,0,0,26,0,0,26
