,,,https://www.bigdipper.com.ar,,,info@bigdipper.com.ar,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
DS-D5B65RB-C,,"65"" 4K Interactive",HIKVISION,"2388,90","3565,30","4011,00",21,1,0,0,0,0,0,1
DS-D5B75RB-C,,"75"" 4K Interactive",HIKVISION,"2754,30","4110,70","4624,60",21,0,0,0,0,0,0,0
DS-D5B86RB-D,,"86"" 4K Interactive",HIKVISION,"4113,70","6139,60","6907,10",21,0,0,0,0,0,0,0
,,,,,,,,,,,,,,
ACCESORIOS,,BALUNES,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
BP-01PV,,8MP RJ45 Balun,CYGNUS,"1,90","2,50","2,80",21,2772,0,0,0,0,50,2822
CY-BP-01T,,Balun pasivo con terminal,CYGNUS,"1,54","1,90","2,20",21,5873,2075,28,155,11,249,8391
CY-BP-01B,,Balun pasivo con terminal,CYGNUS,"1,49","1,90","2,53",21,6,1,59,1,0,1,68
CY-BP-USB,,Balun pasivo para USB 1.1,CYGNUS,"12,00","16,00","19,00",21,44,19,7,1,0,21,92
CY-BP-01B-S2,,Balun pasivo por Bornera,CYGNUS,"1,90","2,60","2,90",21,19136,323,82,56,4,475,20076
CY-BH-01B,,Balun pasivo por bornera ,CYGNUS,"5,89","7,68","8,55",21,0,0,3,0,0,0,3
CY-BH-01P,,Balun pasivo por ficha RJ,CYGNUS,"4,90","6,50","8,00",21,696,0,23,5,37,32,793
CY-BH-01PR,,Balun pasivo por ficha RJ,CYGNUS,"23,41","30,45","34,95",21,34,151,11,0,5,4,205
CY-BH-16PV,,Kit balunera de 16ch seña,CYGNUS,"630,00","819,82","941,44",21,0,0,0,0,0,1,1
HM-926,,Par Video balun a presion,Marca Defecto,"1,29","1,68","2,20",21,0,0,0,0,0,1,1
HM-209,,Video Balun a tornillo,Marca Defecto,"1,26","1,65","1,96",21,0,0,0,0,0,3,3
DS-1H18S-E-C,,Video Balun Hikvision,HIKVISION,"2,10","3,30","4,00",21,1,0,0,12,12,0,25
DS-1H18-A,,Video Balun TVI Hik,HIKVISION,"1,70","2,70","3,20",21,1445,0,0,0,0,200,1645
,,,,,,,,,,,,,,
ACCESORIOS,,ACCESORIOS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
SSDA,,Adaptador de PLA para SSD,CYGNUS,"1,00","1,80","2,00",21,4936,0,7,103,16,20,5082
BNC-13F,,BNC Hembra a tornillo,CYGNUS,"0,16","0,20","0,25",21,2000,0,0,0,0,500,2500
PKP-WP0B,,Cable inalámbrico para co,DAHUA,"177,00","177,00","177,00",21,1,0,0,0,0,0,1
BOX14-19,,Caja plástica estanca IP6,Marca Defecto,"7,68","7,69","7,69",21,0,0,0,0,0,0,0
HS-HUB-MHC201-2.5,,CarryDisk para disco de 2,HIKSEMI,"5,60","6,50","7,60","10,5",110,38,0,0,7,4,159
CY-RTCLONE,,Control Remoto copiador c,CYGNUS,"4,60","6,00","7,50",21,50,0,0,0,0,4,54
ITSDY-5101-07,,Electric Vehicle Carger 7,DAHUA,"674,57","674,57","674,57",21,2,0,0,0,0,0,2
ITSDY-5201-22,,Electric Vehicle Charger ,DAHUA,"780,57","780,57","780,57",21,2,0,0,0,0,0,2
HS-HUB-DS11,,Hub Multifunción con puer,HIKSEMI,"30,00","35,40","42,00",21,19,26,0,0,5,109,159
VCS-SPOE20,,IP In-Ceiling speaker,DAHUA,"47,20","47,20","47,20",21,1,0,0,0,0,0,1
PKP-IP0A,,Lápiz de pizarra interact,DAHUA,"35,40","35,40","35,40",21,1,0,0,0,0,0,1
MC-PI5681IL,,Módulo de PC desmontable,DAHUA,"649,00","649,00","649,00",21,1,0,0,0,0,0,1
PKC-MS1A,,Soporte c/ruedas p/whiteb,DAHUA,"171,10","171,10","171,10",21,4,0,0,0,0,0,4
PKC-MS0A,,Soporte c/ruedas para whi,DAHUA,"171,10","171,10","171,10",21,5,0,0,0,0,0,5
ZK-IWBA01S,,Soporte para pizarra inte,ZKTECO,"410,38","533,46","534,48",21,2,0,0,0,0,0,2
TRIPOD,,Tripode de uso general,CYGNUS,"57,27","57,33","57,33",21,3,0,0,0,0,0,3
UV200,,Webcam USB con microfono ,ZKTECO,"19,89","25,84","26,86",21,68,0,0,0,3,0,71
,,,,,,,,,,,,,,
ACCESORIOS,,HIK ACCESORIOS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
DS-QAE0A60G1-VB,,Analog Amplifier 60W,HIKVISION,"116,00","164,00","192,00",21,0,0,0,0,0,0,0
