,,,https://www.bigdipper.com.ar,,,info@bigdipper.com.ar,,,,,,,,
VTOB108,,Montaje exterior VTO,DAHUA,"10,62","10,62","10,62",21,252,0,0,0,0,3,255
,,,,,,,,,,,,,,
PORTERIA,,INTERCOM FANVIL,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
i10SD,,2 Button Intercom,FANVIL,"85,37","111,00","127,00",21,1,2,0,0,0,1,4
EX31,,Caja de empotrar para i23,FANVIL,"54,13","64,96","71,46",21,8,0,0,0,0,2,10
I67,,Face Recognition Door,FANVIL,"425,00","555,00","617,00",21,42,0,0,0,0,1,43
A12V,,IK10 Video Intercom,FANVIL,"524,00","620,00","620,00",21,39,0,0,0,0,1,40
i12-01P,,Intercom IP IP65,FANVIL,"134,00","174,00","187,00",21,10,0,0,2,0,4,16
PA3,,Intercom SIP Customizable,FANVIL,"105,00","138,00","155,00","10,5",63,4,0,0,0,1,68
I16SV,,Intercom SIP IK10 IP67,FANVIL,"210,00","275,00","305,00",21,60,0,0,0,0,2,62
i10S,,IP Intercom 1 button,FANVIL,"60,00","78,80","85,00",21,9,7,0,0,0,2,18
i10D,,IP Intercom 2 Button,FANVIL,"81,20","105,00","121,00",21,7,2,0,0,0,2,11
i12-02P,,IP Intercom 2 Button,FANVIL,"185,31","240,00","277,00",21,10,2,0,0,0,7,19
i30,,IP Video Door Phone,FANVIL,"276,00","359,00","386,00",21,0,1,0,0,0,0,1
i10SV,,IP Video Intercom,FANVIL,"95,00","122,00","132,00",21,39,4,0,0,0,5,48
i10V,,IP VideoIntercom 1 Button,FANVIL,"102,02","132,00","152,00",21,0,0,0,0,0,0,0
PA2-KIT,,Kit Accesorios PA2,FANVIL,"107,00","139,00","155,00",21,85,4,0,0,0,0,89
i60K,,SIP Door Phone,FANVIL,"106,00","137,00","155,00",21,96,0,0,0,0,1,97
PA2S,,SIP Gateway Customizable,FANVIL,"102,00","129,00","149,00","10,5",66,4,0,0,0,1,71
I16S,,SIP Intercom 1 Button,FANVIL,"159,00","191,00","239,00",21,85,10,0,0,0,1,96
i23S,,SIP Intercom Exterior,FANVIL,"322,72","387,27","425,99",21,9,2,0,0,0,1,12
A12,,SIP Intercom IK10,FANVIL,"265,00","345,00","385,00",21,98,0,0,0,0,2,100
i20S,,SIP Intercom RFID,FANVIL,"169,00","220,00","237,00",21,2,3,0,0,0,0,5
i16V,,SIP Video Intercom,FANVIL,"215,00","279,00","300,00",21,0,0,0,0,0,0,0
I62,,SIP VideoIntercom,FANVIL,"170,00","220,00","240,00",21,58,2,0,0,0,3,63
I63,,SIP VideoIntercom,FANVIL,"270,67","351,00","405,00",21,25,2,0,0,0,0,27
I64,,SIP VideoIntercom,FANVIL,"277,00","360,00","388,00",21,31,2,0,0,0,2,35
,,,,,,,,,,,,,,
PORTERIA,,HIK INTERIOR,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
DS-KH6350-WTE1,,"7"" Indoor Station",HIKVISION,"128,00","189,00","237,00",21,1,0,0,0,0,0,1
DS-KH6320-WTDE1,,"7"" IP Indoor Station",HIKVISION,"118,00","168,00","196,00",21,0,0,0,0,0,0,0
DS-KH6220-LE1,,"7"" Non-touch Indoor",HIKVISION,"73,00","103,00","121,00",21,0,0,0,0,0,1,1
DS-KV9503-WBE1,,Face Recognition Intercom,HIKVISION,"237,00","335,00","391,00",21,1,0,0,0,0,0,1
DS-KH2220,,Indoor Station Analog,HIKVISION,"44,00","71,00","86,00",21,0,0,0,0,0,0,0
DS-KH6110-WE1,,IP Indoor Station,HIKVISION,"83,00","117,00","137,00",21,188,0,0,1,0,6,195
DS-KH6320-WTE1,,IP Indoor Station,HIKVISION,"118,00","168,00","196,00",21,39,0,0,1,5,2,47
DS-KH6320-TE1,,Network Indoor Station,HIKVISION,"110,00","156,00","182,00",21,14,0,0,0,2,17,33
DS-KH6000-E1,,Network Indoor Station,HIKVISION,"44,30","63,00","74,00",21,19,0,0,0,0,2,21
DS-KM9503,,Video Intercom Android,HIKVISION,"764,00","1231,00","1539,00",21,1,0,0,0,0,0,1
DS-KH9310-WTE1-B,,Video Intercom Monitor,HIKVISION,"261,00","421,00","526,00",21,39,0,0,0,0,4,43
DS-KH6320-LE1-B,,"Video Intercom Network 7""",HIKVISION,"68,00","110,00","134,00",21,0,0,0,0,0,0,0
,,,,,,,,,,,,,,
PORTERIA,,RECEPTORES,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
C313S,,"7"" LCD SIP Indoor Monitor",AKUVOX,"65,00","85,00","95,00",21,150,0,0,0,2,4,156
C315S,,7” Android SIP Indoor,AKUVOX,"172,63","246,86","275,35",21,82,1,0,0,0,1,84
A05C,,Control Acceso RF+BT,AKUVOX,"0,00","0,00","0,00",21,30,0,0,0,0,0,30
C319S,,Indoor 10 Monitor Android,AKUVOX,"402,81","576,01","642,48",21,6,2,0,0,0,12,20
C313W,,"Indoor 7"" Monitor",AKUVOX,"84,00","108,00","122,00",21,130,0,0,0,0,0,130
S562,,"Indoor 7"" Monitor Linux",AKUVOX,"82,50","108,00","124,00",21,300,0,0,0,0,2,302
X933W Black,,"Indoor 7"" Monitor Serie X",AKUVOX,"208,00","270,00","335,00",21,41,1,0,0,0,1,43
S567,,"Indoor Android Monitor10""",AKUVOX,"320,00","416,00","478,00",21,19,0,0,0,0,1,20
C319H,,"Indoor Monitor 10""",AKUVOX,"483,37","691,22","770,97",21,7,1,0,0,0,2,10
C317S,,"Indoor Monitor 10""",AKUVOX,"368,28","526,64","587,41",21,17,3,0,0,0,2,22
IT88A,,"Indoor Monitor 10"" Luxury",AKUVOX,"329,00","429,00","530,00",21,20,0,0,0,0,0,20
C319A,,"Indoor Monitor 10"" Wifi",AKUVOX,"425,82","608,93","679,19",21,45,3,0,0,0,1,49
S563W,,"Indoor Monitor 12"" Wifi",AKUVOX,"156,00","202,00","250,00",21,36,0,0,0,0,4,40
C313SE,,"Indoor Monitor 7""",AKUVOX,"64,00","82,00","102,00",21,0,0,0,0,0,0,0
C313WE,,"Indoor Monitor 7""",AKUVOX,"80,50","105,00","129,00",21,2,0,0,0,0,0,2
C317A,,"Indoor Monitor 7""",AKUVOX,"368,28","526,64","587,41",21,0,0,0,0,0,0,0
S562-S,,"Indoor Monitor 7""",AKUVOX,"73,50","95,00","118,00",21,0,0,0,0,0,1,1
S562W,,"Indoor Monitor 7""",AKUVOX,"102,00","132,00","155,00",21,192,0,0,0,0,0,192
X933S,,"Indoor Monitor 7"" Luxury",AKUVOX,"310,74","444,35","495,62",21,33,1,0,0,0,3,37
X933H,,"Indoor Monitor 7"" Luxury",AKUVOX,"391,30","559,56","624,12",21,9,1,0,0,0,0,10
S562W-S,,"Indoor Monitor 7"" Wifi",AKUVOX,"90,00","118,00","145,00",21,0,0,0,0,0,0,0
S565,,"Indoor SIP Monitor 10""",AKUVOX,"176,00","230,00","265,00",21,51,0,0,0,0,1,52
S565W,,Indoor SIP Monitor Wifi,AKUVOX,"195,00","254,00","295,00",21,29,0,0,0,0,1,30
S567W,,"Indoor SIP Monitor10""",AKUVOX,"320,00","415,00","515,00",21,45,0,0,0,0,5,50
X937A,,Monitor + Intercom AI,AKUVOX,"710,00","925,00","1030,00",21,4,0,0,0,0,0,4
C315W,,Monitor interior 7” Andro,AKUVOX,"155,00","205,00","232,00",21,65,0,0,0,0,5,70
C312A,,Panel Intercomunicador IP,AKUVOX,"45,00","65,00","65,00",21,43,2,0,0,0,1,46
VP-R49G,,SIP Android video phone 7,AKUVOX,"297,00","385,00","475,00",21,14,0,0,0,0,0,14
S560,,Telefono SIP Indoor,AKUVOX,"36,00","46,00","56,00",21,11,0,0,0,0,5,16
,,,,,,,,,,,,,,
PORTERIA,,LECTORES,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
A02S,,Acces Control PIN+RFID,AKUVOX,"115,00","149,00","168,00",21,45,0,0,0,0,0,45
A01S,,Acces Control RFID,AKUVOX,"99,50","129,00","144,00",21,95,0,0,0,0,0,95
A08S,,AccesControl RF+PIN+BT+QR,AKUVOX,"165,00","217,00","265,00",21,86,0,0,0,0,0,86
ACR-CRM11,,Lector Esclavo RFID,AKUVOX,"0,00","0,00","0,00",21,100,0,0,0,0,0,100
ACR-CRP11,,Lector Esclavo RFID / PIN,AKUVOX,"0,00","0,00","0,00",21,100,0,0,0,0,0,100
,,,,,,,,,,,,,,
PORTERIA,,ZKTECO,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
Notus-ID-WIFI,,Access Control Biometric,ZKTECO,"210,72","273,96","274,98","10,5",8,2,0,0,0,0,10
D0BPA,,SIP VideoIntercom WIFI,ZKTECO,"77,10","100,22","101,24",21,14,8,0,0,0,4,26
,,,,,,,,,,,,,,
PORTERIA,,ACCESORIOS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
A08X Install Kit In-Wall,,Caja de empotrar para A08,AKUVOX,"10,20","13,20","17,00",21,31,0,0,0,0,0,31
R20K-R20B Install Kit In-Wall V2,,Caja de empotrar R20 V3,AKUVOX,"30,00","39,00","48,00",21,43,0,0,0,0,1,44
S532-ONWALL,,Caja de superficie,AKUVOX,"30,00","39,00","48,00",21,53,0,0,1,0,1,55
A01-A02X Install Kit On-Wall,,Caja de superficie  A01S,AKUVOX,"10,00","13,00","16,00",21,118,0,0,0,0,0,118
E20S-INWALL,,Caja Empotrable E20S,AKUVOX,"22,00","28,30","33,00",21,38,0,0,0,0,0,38
MD12-06-INWALL,,Caja empotrable para MD06,AKUVOX,"58,00","75,00","88,00",21,9,0,0,0,0,0,9
E16 Install Kit In-Wall,,Caja empotrar para E16,AKUVOX,"30,50","39,50","49,00",21,41,0,0,0,0,0,41
E18X Install Kit In-Wall,,Caja Empotrar para E18,AKUVOX,"32,00","42,00","52,00",21,36,0,0,0,0,0,36
S532 In-Wall Box,,Caja empotrar para S532,AKUVOX,"31,00","39,00","49,00",21,14,0,0,0,0,0,14
S539 In-Wall Box,,Caja empotrar para S539,AKUVOX,"33,00","42,00","52,00",21,2,0,0,0,0,0,2
X912 In-Wall Box,,caja empotrar para X912,AKUVOX,"30,70","40,00","49,50",21,9,0,0,0,0,0,9
X915X Install Kit In-Wall,,Caja empotrar para X915,AKUVOX,"30,75","39,00","49,00",21,8,0,0,0,0,0,8
A08 On-Wall Box,,Caja superficie A08,AKUVOX,"10,00","13,00","16,00",21,107,0,0,0,0,2,109
R27X-R28X-ONWALL,,Caja Superficie R27X/R28X,AKUVOX,"35,00","45,00","52,00",21,31,0,0,0,0,0,31
R29 On-Wall,,Caja Superficie R29,AKUVOX,"46,04","65,83","73,43",21,42,0,0,0,0,2,44
R29C-L ON WALL,,Caja Superficie R29LTE,AKUVOX,"34,80","45,00","52,00",21,4,0,0,0,0,2,6
X915X On-Wall Box,,Caja Superficie X915,AKUVOX,"31,00","40,00","49,00",21,24,0,0,0,0,0,24
X916S-ONWALL,,Caja Superficie X916S,AKUVOX,"51,00","66,50","77,00",21,1,0,0,0,0,0,1
R20A In-wall Rain Cover,,Carcasa Proteccion R20A,AKUVOX,"46,04","65,83","73,43",21,8,0,0,0,0,4,12
R20A On-wall Rain Cover,,Carcasa Protección R20A,AKUVOX,"46,04","65,83","73,43",21,4,1,0,0,0,4,9
R29S Rain Hold,,Carcasa proteccion R29S,AKUVOX,"46,04","65,83","73,43",21,13,0,0,0,0,0,13
X912X In-Wall Rain cover,,Cover Rain empotrar X912,AKUVOX,"30,00","39,00","48,00",21,3,0,0,0,0,0,3
X915X In-wall Rain Cover,,Cover Rain empotrar X915,AKUVOX,"30,00","39,00","48,50",21,3,0,0,0,0,0,3
E12X On-wall Rain Cover,,Cover Rain para E12X,AKUVOX,"30,00","39,00","47,00",21,140,0,0,0,0,0,140
A05-E16 On Wall Rain Cover,,Cover rain superf E16/A05,AKUVOX,"30,00","39,00","48,00",21,47,0,0,0,0,2,49
X912X On-Wall Rain cover,,Cover Rain superf X912,AKUVOX,"30,50","39,50","49,00",21,30,0,0,0,0,0,30
E18X On-Wall Rain cover,,Cover Rain Superficie E18,AKUVOX,"30,00","39,00","49,00",21,68,0,0,0,0,1,69
R29B On-wall Rain Cover,,Cover Rain Superficie R29,AKUVOX,"30,50","39,00","49,00",21,20,0,0,0,0,0,20
R20X-BOX-KIT,,In wall Installation R20A,AKUVOX,"34,53","49,37","55,07",21,0,0,0,1,1,0,2
R20K-R20B-In Wall,,In Wall Kit for R20K /  R,AKUVOX,"34,50","44,60","52,00",21,74,3,0,0,1,3,81
R29X-ONWALL,,Mount Wall R29,AKUVOX,"32,00","39,00","49,00",21,83,0,0,0,0,2,85
R27-R28 on Wall,,R27X-R28X kit Instalacion,AKUVOX,"34,53","49,37","55,07",21,0,0,0,0,0,0,0
S539 In-Wall Rain Cover,,Rain Cover empotrar S539,AKUVOX,"30,50","39,00","49,00",21,2,0,0,0,0,0,2
R20K-R20B On-Wall Rain Cover,,Rain cover R20K-R20B V3,AKUVOX,"30,00","39,00","48,00",21,196,0,0,0,0,0,196
X915X On-wall Rain Cover,,Rain cover superf  X915,AKUVOX,"30,70","40,00","49,50",21,5,0,0,0,0,0,5
S539 On-Wall Rain Cover,,Rain cover superficie S53,AKUVOX,"32,00","41,00","49,00",21,2,0,0,0,0,0,2
E12X Angle Bracket,,Soporte  en angulo  E12X,AKUVOX,"30,00","37,00","47,00",21,14,0,0,0,0,0,14
C313-C315-surf mount angle box,,soporte angulo  C313-C315,AKUVOX,"16,50","21,00","25,00",21,50,0,0,0,0,0,50
S539- On Wall,,Soporte de aplicar pared,AKUVOX,"32,00","40,50","50,00",21,23,0,0,0,0,0,23
C313 table stand black,,Soporte de mesa C313,AKUVOX,"14,00","18,00","22,00",21,99,0,0,0,0,0,99
S563-desktop-bracket,,Soporte de mesa para S563,AKUVOX,"16,00","21,00","26,00",21,10,0,0,0,0,0,10
S567 Table Stand,,Soporte de mesa S567,AKUVOX,"16,20","21,00","26,00",21,10,0,0,0,0,0,10
R29S In-Wall,,Soporte Empotrable R29S,AKUVOX,"46,04","65,83","73,43",21,0,0,0,0,0,0,0
C313/C315-SP,,Soporte para mesa/escrito,AKUVOX,"18,41","26,33","29,37",21,0,0,0,0,0,0,0
C317-SP,,Soporte para mesa/escrito,AKUVOX,"18,41","26,33","29,37",21,34,0,0,0,0,0,34
R20K-R20B Rotatable Bracket,,Soporte Rotable R20K-R20B,AKUVOX,"30,00","39,00","48,00",21,8,0,0,0,0,0,8
E21-BOX,,Wall Box for E21,AKUVOX,"34,53","49,37","55,07",21,28,0,0,0,0,5,33
,,,,,,,,,,,,,,
PORTERIA,,UNI-FAMILIAR,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
E11R,,Compact IP Door Intercom,AKUVOX,"149,61","213,95","238,63",21,11,0,0,0,0,2,13
R23C,,SIP Audio Door Intercom,AKUVOX,"195,00","260,00","295,00",21,9,0,0,0,0,1,10
E21V,,SIP Emergency Intercom,AKUVOX,"271,00","352,00","405,00",21,2,2,0,0,0,5,9
E21A,,SIP emergency intercom,AKUVOX,"253,19","362,07","403,84",21,10,2,0,0,0,8,20
E20S,,SIP Emergency Intercom,AKUVOX,"135,00","176,00","205,00",21,36,0,0,0,0,0,36
E12W-SV823,,SIP Intercom 1 Boton WiFI,AKUVOX,"0,00","0,00","0,00",21,50,0,0,0,0,0,50
R26P,,SIP Video Intercom,AKUVOX,"276,21","394,98","440,55",21,1,0,0,0,0,0,1
R20A,,SIP VideoIntercom Compact,AKUVOX,"164,00","214,00","245,00",21,9,0,1,0,2,2,14
E12S,,SIP VideoIntercom IP65,AKUVOX,"87,00","113,00","139,00",21,162,0,0,2,0,2,166
E12W,,SIP VideoIntercom WIFI,AKUVOX,"95,00","125,00","154,00",21,172,0,0,4,0,2,178
E13S,,VideoIntercom Basico,AKUVOX,"0,00","0,00","0,00",21,150,0,0,0,0,0,150
X910S,,VideoIntercom Serie X,AKUVOX,"0,00","0,00","0,00",21,0,0,0,0,0,0,0
E12W-BLACK,,VideoPortero IP Black,AKUVOX,"0,00","0,00","0,00",21,50,0,0,0,0,0,50
,,,,,,,,,,,,,,
PORTERIA,,CONTROLADOR,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
EC33,,Controlador de Ascensores,AKUVOX,"305,00","399,00","490,00",21,15,0,0,0,0,0,15
A094S,,Controladora 4 Puertas,AKUVOX,"390,00","510,00","625,00",21,1,0,0,0,0,0,1
SR01,,Rele externo 1 Puerta,AKUVOX,"67,00","87,10","102,00",21,16,0,0,0,0,0,16
,,,,,,,,,,,,,,
PORTERIA,,OUTLET,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
VTT201,,Emergency Intercom OUTLET,DAHUA,"82,60","82,60","82,60",21,7,8,0,0,0,0,15
VTA2302A,,Emergency Intercom OUTLET,DAHUA,"135,00","135,00","135,00",21,177,0,0,0,0,3,180
VTO2202F-P-S2,,IP Door Station OUTLET,DAHUA,"112,10","112,10","112,10",21,235,4,0,0,0,6,245
VTO2201F-P,,IP Villa Door St OUTLET,DAHUA,"85,00","85,00","85,00",21,364,1,0,1,0,3,369
VTO2101E-P-S2,,IP Villa Outdoor OUTLET,DAHUA,"82,00","82,00","82,00",21,108,8,0,0,0,13,129
VTH2421FB-P,,Panel de 7 Dahua OUTLET,DAHUA,"65,00","65,00","65,00",21,0,1,0,0,0,0,1
VTNS2000B,,Sip Server OUTLET,DAHUA,"5,90","5,90","5,90",21,2,0,0,0,0,0,2
VTM114,,Soporte Met Embut OUTLET,DAHUA,"9,00","9,00","9,00",21,257,0,0,0,0,3,260
NG-D200,,Timbre Videoportero Wi-Fi,ZKTECO,"20,00","20,00","20,00",21,0,0,0,0,0,0,0
VTH2621G-WP,,Wi-Fi In Monitor OUTLET,DAHUA,"65,00","65,00","65,00",21,0,0,0,0,0,2,2
,,,,,,,,,,,,,,
PORTERIA,,MULTI-FAMILIAR,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
MD12,,Expansor SIP 12 botones,AKUVOX,"117,00","152,00","175,00",21,9,0,0,0,0,0,9
E18C-LTE,,Face VideoIntercom LTE,AKUVOX,"736,56","1053,28","1174,81",21,3,0,0,0,0,0,3
R29C,,SIP Face Recognition,AKUVOX,"944,00","1230,00","1370,00",21,38,0,0,0,0,2,40
E18C,,SIP Face VideoIntercom,AKUVOX,"475,00","619,00","760,00",21,140,2,0,0,0,2,144
E16C,,SIP Intercom c/Acceso,AKUVOX,"356,00","463,00","570,00",21,128,5,1,0,0,13,147
X916S-LTE,,SIP Station LTE ,AKUVOX,"3452,63","4937,25","5506,94",21,1,0,0,0,0,0,1
R29S,,SIP VideoIntercom,AKUVOX,"765,00","995,00","1100,00",21,28,0,0,0,0,0,28
S539,,"SIP VideoIntercom 10""",AKUVOX,"1150,00","1495,00","1850,00",21,19,0,0,0,0,0,19
R20BX2,,SIP VideoIntercom 2Button,AKUVOX,"99,00","130,00","149,00",21,16,1,0,0,0,2,19
R20BX3,,SIP VideoIntercom 3Button,AKUVOX,"110,00","145,00","160,00",21,25,1,0,0,0,2,28
R20BX4,,SIP VideoIntercom 4Button,AKUVOX,"115,00","155,00","175,00",21,26,2,0,0,2,1,31
R26B,,SIP VideoIntercom 5B,AKUVOX,"276,21","394,98","440,55",21,12,0,0,0,0,4,16
R20BX5,,SIP VideoIntercom 5Button,AKUVOX,"120,00","165,00","175,00",21,31,3,0,0,0,0,34
R29C-L,,"SIP VideoIntercom 7"" LTE",AKUVOX,"1080,00","1399,00","1610,00",21,7,0,0,0,0,0,7
X916S,,SIP VideoIntercom Android,AKUVOX,"2660,00","3455,00","3975,00",21,1,0,0,0,0,0,1
R29C-T,,SIP VideoIntercom Face,AKUVOX,"1075,00","1398,00","1610,00",21,1,0,0,0,0,0,1
X912S,,SIP VideoIntercom IK10,AKUVOX,"745,00","970,00","1190,00",21,16,0,0,0,0,2,18
R20k-V3,,SIP VideoIntercom Keyboar,AKUVOX,"232,00","302,00","374,00",21,80,0,0,0,0,2,82
R27A,,SIP VideoIntercom Keyboar,AKUVOX,"244,00","317,00","365,00",21,13,0,0,0,0,2,15
X915S,,SIP VideoIntercom LCD,AKUVOX,"1185,00","1540,00","1900,00",21,12,1,0,0,0,1,14
R28A,,SIP VideoIntercom LCD,AKUVOX,"357,00","465,00","535,00",21,5,2,0,0,0,1,8
S532-IP,,SIP VideoIntercom LCD,AKUVOX,"252,00","327,00","405,00",21,36,0,0,0,0,2,38
R20K,,SIP VideoIntercom Teclado,AKUVOX,"215,00","280,00","315,00",21,146,0,0,0,0,0,146
S532,,SIP/Analog VideoIntercom,AKUVOX,"300,00","392,00","449,00",21,5,0,0,1,0,1,7
,,,,,,,,,,,,,,
PORTERIA,,KITS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
DS-KIS302-P,,Hybrid Video Intercom Kit,HIKVISION,"110,00","178,00","217,00",21,0,0,0,0,1,3,4
DS-KIS303-P,,Hybrid Video Intercom Kit,HIKVISION,"114,00","185,00","226,00",21,0,0,0,0,0,0,0
DS-KIS606-P,,IP Video Intercom Kit,HIKVISION,"175,00","248,00","290,00","10,5",132,0,0,0,0,5,137
DS-KIS604-P-C,,IP Video Intercom Kit,HIKVISION,"242,00","343,00","400,00","10,5",19,0,0,0,0,1,20
DS-KIS603-P-C,,IP Video Intercom Kit,HIKVISION,"210,00","298,00","347,00",21,81,0,0,0,1,5,87
VIK-01,,IP VideoIntercom Kit,FANVIL,"142,00","185,00","205,00",21,480,0,0,0,0,6,486
DS-KIS204T,,VideoIntercom Analog Kit,HIKVISION,"89,00","144,00","176,00",21,1,0,0,0,0,0,1
DS-KIS202T,,VideoIntercom Analog Kit,HIKVISION,"74,00","119,00","145,00",21,0,0,0,0,3,0,3
DS-KIS203T,,VideoIntercom Analog Kit,HIKVISION,"84,00","136,00","166,00",21,0,0,0,0,0,0,0
DS-KIS212,,VideoIntercom Analog Kit,HIKVISION,"105,00","149,00","174,00",21,47,0,0,0,0,9,56
,,,,,,,,,,,,,,
PORTERIA,,PANTALLAS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
i56A,,"Indoor Station 10""",FANVIL,"322,72","420,00","482,00",21,31,2,0,0,0,1,34
i51W,,"Indoor Station 4.3"" WIFI",FANVIL,"81,20","105,00","121,00",21,42,1,0,0,0,7,50
i53W,,"Indoor Station 7"" Touch",FANVIL,"87,00","114,00","125,00",21,322,10,0,0,0,6,338
i52W,,"Indoor Station 7"" WiFi",FANVIL,"77,00","99,00","110,00",21,161,11,0,0,0,2,174
i504W,,SIP Indoor Station,FANVIL,"79,00","102,00","115,00",21,94,0,0,0,0,6,100
,,,,,,,,,,,,,,
PORTERIA,,CYGNUS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
CY-VTX-500,,IP VideoIntercom Exterior,CYGNUS,"137,45","178,87","194,92",21,1,0,1,10,0,0,12
