,,,https://www.bigdipper.com.ar,,,info@bigdipper.com.ar,,,,,,,,
PROFACE-X-CH-TD,,Control T&A Facial,ZKTECO,"286,00","286,00","286,00",21,0,0,0,0,0,5,5
ASC1208C,,Controlador de 8 OUTLET,DAHUA,"177,00","177,00","177,00","10,5",9,4,0,0,0,1,14
Cred-Vento,,Credencial Vento OUTLET ,HID,"1,50","1,50","1,50","10,5",9989,0,0,0,0,9,9998
ASF7K-F,,Extension Huella OUTLET,DAHUA,"53,10","53,10","53,10",21,40,0,0,0,0,0,40
ASI8213S-W-V1,,Face Access Contr OUTLET,DAHUA,"354,00","354,00","354,00","10,5",79,0,0,0,0,4,83
ASI3203E-W,,Face Access OUTLET,DAHUA,"50,74","50,74","50,74","10,5",21,0,0,0,0,2,23
ASI8214S-W-V1,,Face rec Acceso DH OUTLET,DAHUA,"413,00","413,00","413,00","10,5",32,12,0,0,0,10,54
ASA3223A-W,,Face Time Access OUTLET,DAHUA,"82,60","82,60","82,60",21,420,0,0,0,0,8,428
ASI2212J-PW,,IC Card Huella OUTLET,DAHUA,"76,70","76,70","76,70","10,5",139,0,0,0,0,4,143
ASI2212J-DPW,,ID Card Huella OUTLET,DAHUA,"76,70","76,70","76,70","10,5",138,0,0,0,0,7,145
FR1500S-MF,,Lector de huellas RS485,ZKTECO,"62,00","62,00","62,00","10,5",106,12,0,0,0,4,122
ASR2100A-ME,,Lector esclavo OUTLET,DAHUA,"31,86","31,86","31,86",21,478,0,0,0,0,4,482
ASR2101A-ME,,Lector esclavo OUTLET,DAHUA,"36,58","36,58","36,58",21,221,0,0,0,0,3,224
KF1200-IC,,Lector Facial Serie InBio,ZKTECO,"50,00","50,00","50,00",21,7,6,0,0,0,1,14
FR1200-MF,,Lector FP/RFID RS485,ZKTECO,"53,00","53,00","53,00","10,5",234,9,0,3,0,8,254
ASR1102A-D-V3,,Lector Huella RFID OUTLET,DAHUA,"31,86","31,86","31,86",21,181,0,0,0,0,2,183
FR1500-IC,,Lector RFID IC/FP RS485,ZKTECO,"62,00","62,00","62,00","10,5",14,0,0,0,0,2,16
Vento,,Lector Vento HID OUTLET,HID,"68,00","68,00","68,00",21,744,0,0,0,0,5,749
U2000F,,Lectora UHF OUTLET,ZKTECO,"410,00","460,00","460,00","10,5",2,0,0,0,0,1,3
C2-260,,Panel Control Acceso,ZKTECO,"48,00","48,00","48,00","10,5",316,8,0,0,0,8,332
ASF7K-Q,,QR Access Module OUTLET,DAHUA,"47,20","47,20","47,20",21,40,0,0,0,0,0,40
ASF7K-FQ,,QR-FP Module OUTLET,DAHUA,"76,70","76,70","76,70",21,40,0,0,0,0,0,40
G4(QR),,Rec Facial ZKTECO OUTLET,ZKTECO,"280,00","280,00","556,58",21,27,2,0,0,0,0,29
ASGB211Z-R,,Righ Swing Barrier OUTLET,DAHUA,"826,00","826,00","826,00",21,0,0,0,0,0,0,0
iClass 2K - Prog,,Tarj MiFare 2K Prg OUTLET,HID,"3,50","3,50","3,50","10,5",1000,0,0,0,0,0,1000
ProxCard II - Prog,,Tarjeta RFID HID OUTLET,HID,"2,10","2,10","2,10","10,5",1000,0,0,0,0,0,1000
LFACE10,,Term Asistencia OUTLET,ZKTECO,"69,00","69,00","69,00",21,455,15,0,1,0,4,475
BR1200S-PBE,,Term Asistencia QR/RFID,ZKTECO,"203,00","203,00","203,00",21,8,2,0,0,0,0,10
ELITE-PASS,,Terminal Facial OUTLET,ZKTECO,"250,00","250,00","400,00",21,1,0,0,0,0,1,2
,,,,,,,,,,,,,,
CONTROL DE ACCESO,,CYGNUS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
EL-280F,,Accesorio F Cerradura,CYGNUS,"77,48","100,83","115,75",21,133,22,0,2,0,3,160
EL-280L,,Accesorio L Cerradura,CYGNUS,"18,61","24,21","26,62",21,132,5,0,0,8,8,153
EL-500L,,Accesorio L Cerradura,CYGNUS,"22,37","29,11","33,40",21,38,66,0,0,0,2,106
EL-180L,,Accesorio L Cerradura,CYGNUS,"15,42","20,07","23,04",21,48,23,0,2,0,2,75
EL-180U,,Accesorio U Cerradura,CYGNUS,"16,58","20,17","23,16",21,5,107,0,0,0,7,119
EL-280U,,Accesorio U Cerradura,CYGNUS,"18,61","24,16","28,66",21,14,24,0,0,1,6,45
EL-280ZL,,Accesorio ZL Cerradura,CYGNUS,"40,53","52,72","58,01",21,0,0,1,0,0,2,3
EL-500ZL,,Accesorio ZL Cerradura,CYGNUS,"57,82","75,24","79,85",21,1,0,0,0,0,0,1
EL-180ZL,,Accesorios ZL Cerradura,CYGNUS,"35,18","45,76","50,78",21,2,1,0,0,0,1,4
